-89.8275	-20.4472	-39.8860
-88.8337	-21.0026	-42.6922
-82.5928	-27.2143	-36.9775
-73.0488	-29.4358	-43.3791
-63.3733	-30.5466	-35.8082
-59.8363	-18.5618	-14.5279
-65.6241	-1.4908	-12.4233
-57.7463	2.4847	-15.7702
-47.9392	2.3823	-23.1073
-42.6337	-4.3262	-26.0158
-44.9138	-9.3248	-18.4887
-51.2131	-4.4724	-11.7071
-59.8655	1.2862	-8.7840
-66.1649	4.4431	-11.3563
-75.1535	5.9193	-15.5949
-79.7866	4.9108	-19.5995
-86.5683	-2.9377	-20.1111
-90.5437	-14.0018	-28.5589
-89.0091	-20.3449	-39.7398
-89.8860	-13.4610	-48.7577
-96.4922	-1.9293	-35.1798
-87.0652	-3.9024	-14.4841
-74.4227	-0.4531	-9.7340
-75.6942	-1.0377	-15.3464
-80.6051	-9.8948	-17.5972
-84.4490	-18.5472	-23.7796
-83.5282	-25.1681	-32.0813
-80.3858	-27.8574	-40.9676
-91.1868	-15.7556	-39.6960
-93.4230	-0.9062	-32.7097
-89.1844	5.4809	-28.8658
-71.3534	8.4332	-16.4718
-50.6285	0.4969	-17.7287
-42.4876	-12.7594	-25.5773
-45.3669	-12.7302	-18.0649
-50.1023	-3.1277	-13.1248
-51.5931	4.2678	-18.9857
-48.3046	0.8185	-21.5873
-44.5045	-1.9731	-25.8842
-43.9491	-6.4893	-20.2134
-54.7501	3.6393	-15.5656
-63.3733	8.9594	-17.8457
-60.2163	8.4624	-20.1549
-48.5823	5.1155	-25.5335
-45.8053	5.6124	-33.6890
-45.2207	5.6270	-37.9860
-52.7185	12.1456	-40.0468
-53.4639	13.9725	-41.0991
-57.5855	17.1441	-36.6852
-60.1578	17.3926	-42.2245
-65.6387	15.3464	-47.5007
-70.0965	15.6387	-46.0830
-69.5703	18.0503	-36.2613
-67.1295	18.0649	-30.6489
-69.8334	17.2318	-31.3943
-68.4157	16.5010	-27.4627
-64.9225	18.0503	-30.0058
-59.6171	17.5533	-30.2251
-56.0655	16.7641	-29.5674
-53.8147	16.2672	-36.1736
-72.2450	15.6095	-48.4800
-84.6244	7.4832	-43.3353
-86.6998	-0.8331	-23.9111
-81.2628	-1.4762	-17.4657
-73.7650	-0.0585	-12.0725
-71.3534	5.2032	-13.1687
-66.9103	14.1918	-20.0672
-66.0772	16.5303	-24.4958
-68.6641	18.4011	-30.4005
-68.3280	18.8980	-33.8351
-61.5171	17.9626	-24.9488
-60.9909	7.5270	-12.5110
-75.2704	1.9146	-12.7740
-72.1280	-5.5101	-10.7717
-65.7849	-21.9673	-16.5449
-80.1520	-13.6364	-19.9065
-83.7328	-6.5770	-19.6288
-65.1710	8.6963	-13.4610
-50.9062	14.1187	-28.5297
-48.7138	10.1725	-42.0345
-40.9822	3.0693	-26.9073
-38.8629	-15.2295	-26.9366
-46.4192	-19.9942	-45.0015
-55.8462	-5.4955	-55.2616
-57.0593	0.3800	-53.4347
-60.0409	5.2032	-51.7539
-48.2607	4.7939	-44.7384
-41.5229	1.9877	-35.2382
-39.8129	-2.3531	-27.3458
-42.2683	-16.4133	-42.8676
-42.6337	-16.6472	-43.8176
-42.0491	-10.0555	-46.9161
-42.2976	-1.5785	-47.5153
-54.0485	8.0532	-52.6308
-74.7004	12.9787	-50.0292
-84.6682	7.4101	-46.6823
-85.0482	5.3201	-47.9392
-76.8489	14.4402	-43.4814
-66.1210	17.1733	-39.9591
-54.6478	15.2587	-33.2505
-53.4785	6.6647	-16.2379
-56.6647	-3.2300	-10.7717
-59.7340	-11.7509	-11.1956
-58.8278	-17.9187	-13.1833
-60.2163	-10.3479	-8.3894
-60.9471	4.8670	-8.1994
-66.4426	14.0894	-15.6972
-83.3382	13.0810	-26.3227
-91.9029	1.4323	-34.9021
-91.5960	-7.8047	-38.2783
-87.3721	-18.4449	-29.4066
-80.8536	-24.1158	-23.1657
-74.1742	-21.3242	-14.1625
-68.8834	-17.2464	-8.2724
-56.0362	-9.8217	-7.5417
-43.9199	-1.8123	-14.0310
-36.8752	-2.2654	-28.6320
-38.4829	-5.1447	-40.8506
-41.9468	-5.1885	-44.4314
-40.2660	-9.8948	-41.4060
-49.7223	-13.2856	-49.5615
-60.4502	1.6808	-54.1654
-73.1365	12.6863	-42.4145
-78.8658	12.5256	-29.9182
-80.2835	5.8024	-18.5911
-80.0497	-7.9509	-15.6533
-76.3812	-21.6019	-18.2110
-65.9456	-29.5528	-18.5472
-59.6755	-32.9582	-27.5358
-69.2341	-30.4735	-35.6621
-82.5782	-12.5256	-46.3022
-76.0889	6.1093	-49.7808
-69.0149	16.5887	-37.8106
-64.2794	9.2224	-15.7702
-54.1654	-2.6162	-10.8009
-48.5531	-4.2970	-12.8325
-39.9006	-6.3870	-18.5764
-36.7436	-4.5016	-32.5782
-38.3514	3.7562	-32.7243
-40.1637	7.0155	-26.1473
-43.3791	2.6600	-14.5133
-45.6007	-16.7056	-11.9994
-50.3069	-28.8951	-25.2265
-56.9132	-30.8828	-41.3329
-74.4081	-22.4788	-51.4323
-85.2528	-1.0523	-47.1061
-81.0728	11.2248	-42.9699
-77.8427	15.0687	-30.5905
-76.3373	10.0702	-21.4411
-73.0780	0.5992	-13.2710
-58.6232	-9.4125	-9.8802
-51.5493	-11.8971	-13.4464
-46.5215	-10.9179	-19.6726
-37.8106	-8.9740	-26.4396
-37.0506	-3.1424	-34.0690
-36.2759	-1.5785	-30.0058
-37.2990	-8.1117	-22.0696
-43.5399	-23.5457	-22.6834
-39.9152	-21.1196	-31.5259
-40.0468	-12.3940	-29.5820
-36.0859	-3.1131	-30.8243
-44.3584	9.0763	-32.1982
-58.6232	15.6533	-25.3142
-71.0611	5.9778	-14.3379
-72.8880	-7.4247	-12.5840
-79.6551	-14.1771	-20.1403
-83.5136	-15.1125	-33.8205
-79.1874	-15.5072	-46.8723
-62.4233	-18.6641	-53.6393
-48.1000	-18.0795	-49.0938
-39.5791	-12.9787	-42.1514
-37.4306	-10.9617	-33.7767
-41.1429	-8.3163	-16.5595
-49.6200	-2.0316	-11.6486
-52.6600	12.3210	-21.8650
-65.3318	17.7287	-32.7390
-69.2195	16.1502	-27.6089
-75.9719	12.1310	-25.8842
-81.5259	4.0047	-23.7065
-85.2821	-5.3932	-25.6065
-84.8290	-11.4294	-28.4858
-79.9328	-20.6372	-28.5589
-72.5665	-27.2289	-29.2897
-75.9427	-27.3020	-29.6405
-84.2882	-18.6934	-26.8050
-84.6536	-15.9164	-22.5373
-78.5735	-15.4925	-17.9626
-70.3011	-11.9994	-13.9433
-62.2771	-14.5133	-13.4610
-53.0547	-20.3303	-20.5349
-47.5007	-21.2219	-27.6089
-45.4984	-21.9380	-37.8837
-46.9015	-20.6957	-44.1830
-43.0430	-20.1842	-42.0930
-42.4437	-23.4581	-26.2789
-43.0576	-24.2327	-31.2336
-42.3414	-23.4581	-34.6536
-45.2938	-25.7819	-32.6659
-48.3777	-26.8343	-35.6913
-54.2531	-26.0158	-45.3230
-68.4010	-14.8056	-53.7270
-67.7872	-6.0216	-53.2593
-61.8533	-7.6732	-52.4993
-61.1663	-9.4125	-52.3970
-63.5194	-7.0301	-52.8793
-63.7241	-7.4101	-53.5662
-63.6948	-7.3078	-52.5577
